Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
"Fast Food, Hot Dogs",TDS2015F-NN05-VOC,NN05 Hot dogs (With condiments)/Hot-dogs (avec condiments),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,6.52,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.27,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Hot Dogs",TDS2015F-NN05-VOC,NN05 Hot dogs (With condiments)/Hot-dogs (avec condiments),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,48.98,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.87,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,1.62,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,3.67,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.18,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.86,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,1.16,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.33,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,1.98,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.23,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,2.96,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,21.81,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,1.03,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,2.8,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.22,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.55,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,1.25,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.31,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,3.26,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.21,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Pizza",TDS2015F-NN01-VOC,NN01 Pizza (Combination fast food)/Pizza (combinée de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,64.73,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.47,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,1.82,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,3.89,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.32,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.2,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.84,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.42,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.4,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.65,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.32,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,2.98,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,2.36,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,1.17,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,2.76,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.21,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.53,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.32,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,3.95,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.29,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fast Food, Prepackaged Sandwiches",TDS2015F-NN09-VOC,NN09 Prepared Breakfast Sandwiches (Fast food egg breakfast type sandwich)/Sandwiches préparés pour le petit-déjeuner (petit-déjeuner de type sandwich avec œuf de restauration rapide),Fast Foods,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Fast Food,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,15.39,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.48,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,3.72,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,1.5,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,2.46,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.1,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.85,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.26,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.81,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.16,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,1.19,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,2.56,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,0.86,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Fish, canned",TDS2015F-DD03-VOC,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Fully preserved, incl canned, fermented fish, fish products",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,5.74,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.18,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
