Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Pays d'origine,Utilisation prévue,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Limite de quantification,Limite de détection de la méthode,Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
"Jus d'agrumes, en conserve",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Jus de fruit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.16,ng/g,"Xylène,  m-",Composés organiques volatils (COV) ,,,0.02,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Jus d'agrumes, en conserve",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Jus de fruit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Benzène,Composés organiques volatils (COV) ,,,0.46,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Jus d'agrumes, en conserve",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Jus de fruit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,1.02,ng/g,Bromodichlorométhane,Composés organiques volatils (COV) ,,,0.77,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Jus d'agrumes, en conserve",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Jus de fruit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,1.04,ng/g,Chloroforme,Composés organiques volatils (COV) ,,,0.32,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Jus d'agrumes, en conserve",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Jus de fruit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,30.73,ng/g,"Cymène, p-",Composés organiques volatils (COV) ,,,0.11,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Jus d'agrumes, en conserve",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Jus de fruit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.23,ng/g,Styrène,Composés organiques volatils (COV) ,,,0.08,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Jus d'agrumes, en conserve",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Jus de fruit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.61,ng/g,Toluène,Composés organiques volatils (COV) ,,,0.03,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Jus d'agrumes, en conserve",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Jus de fruit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.09,ng/g,Ethylbenzène,Composés organiques volatils (COV) ,,,0.02,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzène , n-",Composés organiques volatils (COV) ,,,0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzène ,  p-",Composés organiques volatils (COV) ,,,0.01,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.39,ng/g,Le trichloroéthylène,Composés organiques volatils (COV) ,,,0.07,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Naphtalène,Composés organiques volatils (COV) ,,,0.03,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Triméthylbenzène, le 1,3,5 -",Composés organiques volatils (COV) ,,,0.01,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.06,ng/g,"Xylène,  m-",Composés organiques volatils (COV) ,,,0.01,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Benzène,Composés organiques volatils (COV) ,,,0.29,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Bromodichlorométhane,Composés organiques volatils (COV) ,,,0.5,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,16.15,ng/g,Chloroforme,Composés organiques volatils (COV) ,,,0.26,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Cymène, p-",Composés organiques volatils (COV) ,,,0.01,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Styrène,Composés organiques volatils (COV) ,,,0.05,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.09,ng/g,Toluène,Composés organiques volatils (COV) ,,,0.02,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
L'eau désionisée,TDS2015F-PP08-VOC,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Eaux minérales naturelles et eaux de source,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.02,ng/g,Ethylbenzène,Composés organiques volatils (COV) ,,,0.01,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzène , n-",Composés organiques volatils (COV) ,,,0.07,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzène ,  p-",Composés organiques volatils (COV) ,,,0.11,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Le trichloroéthylène,Composés organiques volatils (COV) ,,,0.23,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Naphtalène,Composés organiques volatils (COV) ,,,0.83,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.22,ng/g,"Triméthylbenzène, le 1,3,5 -",Composés organiques volatils (COV) ,,,0.1,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.29,ng/g,"Xylène,  m-",Composés organiques volatils (COV) ,,,0.08,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Benzène,Composés organiques volatils (COV) ,,,2.66,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Bromodichlorométhane,Composés organiques volatils (COV) ,,,1.74,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Chloroforme,Composés organiques volatils (COV) ,,,0.56,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Cymène, p-",Composés organiques volatils (COV) ,,,0.21,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Lait au chocolat 1%,TDS2015F-AA13-VOC,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %",Boissons  au lait aromatisées et/ou fermentées,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Styrène,Composés organiques volatils (COV) ,,,0.34,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
