Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Pays d'origine,Utilisation prévue,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Limite de quantification,Limite de détection de la méthode,Récupération (%),Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,=,78.2,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,56.14,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyle phtalate,Phtalates ,,,3.97,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phtalate,Phtalates ,,,1.08,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Didécyl phtalate,Phtalates ,,,3.2,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dihexyl phtalate,Phtalates ,,,0.56,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dinonyle phtalate,Phtalates ,,,1.2,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dipentyle phtalate,Phtalates ,,,0.42,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dipropyle phtalate,Phtalates ,,,0.21,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Diundécyl phtalate,Phtalates ,,,12.5,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de di -n- butyle,Phtalates ,,,13.98,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diisobutyle,Phtalates ,,,15.16,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diméthyle,Phtalates ,,,0.56,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, graines, écallées",TDS2013-JJ11-DEHA & Phthalates,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diéthyle,Phtalates ,,,17,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Bis ( 2-méthoxyéthyle ) phthalate,Phtalates ,,,8.12,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Bis ( 2-n- butoxyéthyle ) phthalate,Phtalates ,,,2.83,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Bis (2- éthoxyéthyle ) phthalate,Phtalates ,,,4.99,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,=,4.3,ng/g,Butylbenzylphtalate,Phtalates ,,,1.83,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di -n- octyle phtalate,Phtalates ,,,1.39,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phtalate,Phtalates ,,,2.8,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Le bis (4 -méthyl-2 -pentyle ) phtalate,Phtalates ,,,6.37,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,=,28.2,ng/g,Di-(2-ethylhexyl) adipate (DEHA),Phtalates ,,,7.23,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,=,133,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,56.14,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyle phtalate,Phtalates ,,,3.97,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phtalate,Phtalates ,,,1.08,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Didécyl phtalate,Phtalates ,,,3.2,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dihexyl phtalate,Phtalates ,,,0.56,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dinonyle phtalate,Phtalates ,,,1.2,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dipentyle phtalate,Phtalates ,,,0.42,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dipropyle phtalate,Phtalates ,,,0.21,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Diundécyl phtalate,Phtalates ,,,12.5,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de di -n- butyle,Phtalates ,,,13.98,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Grignotines, noix mélangées",TDS2013-JJ12-DEHA & Phthalates,JJ12 Nuts (Peanuts and walnuts)/Noix (arachides et noix),"Noix transformés, incl enrobés, en mélange (avec des fruits secs)",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diisobutyle,Phtalates ,,,15.16,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
