Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Quantité nette du produit,Unité de quantité nette du produit,Province/territoire d'origine,Pays d'origine,Utilisation prévue,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
"Porc, autres",TDS1994S-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,1994-07-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,359,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1994S-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,1994-07-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,568,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1994W-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,1994-01-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,352,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1994W-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,1994-01-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,1218,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1995S-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,1995-07-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,1127,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1995S-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,1995-07-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,1233,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1995W-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,1995-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,298,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1995W-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,1995-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,466,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1996-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,1996-01-15,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,1932,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1996.PCB,Étude sur l'alimentation totale 1996 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1996-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,1996-01-15,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,930,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1996.PCB,Étude sur l'alimentation totale 1996 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1998-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,1998-01-15,Surveillance,Non,Épicerie,Whitehorse,Yukon,Canada,SC DA BIPC DRA POP Traditionelle,2000-12-15,=,279,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1998.PCB,Étude sur l'alimentation totale 1998 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS1998-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,1998-01-15,Surveillance,Non,Épicerie,Whitehorse,Yukon,Canada,SC DA BIPC DRA POP Traditionelle,2000-12-15,=,800.9,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1998.PCB,Étude sur l'alimentation totale 1998 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2000-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,2000-01-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2002-01-15,=,310.2,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2000.PCB,Étude sur l'alimentation totale 2000 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2000-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,2000-01-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2002-01-15,=,502.6,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2000.PCB,Étude sur l'alimentation totale 2000 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2001-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,2001-01-15,Surveillance,Non,Épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA POP Traditionelle,2002-12-15,=,419.4,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2001.PCB,Étude sur l'alimentation totale 2001 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2001-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,2001-01-15,Surveillance,Non,Épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA POP Traditionelle,2002-12-15,=,415,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2001.PCB,Étude sur l'alimentation totale 2001 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2002-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,,Composite,Oui,2002-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2003-12-15,=,96,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2002.PCB,Étude sur l'alimentation totale 2002 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2002-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,,Composite,Oui,2002-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2003-12-15,=,102.5,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2002.PCB,Étude sur l'alimentation totale 2002 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2003-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2003-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2004-12-15,=,164,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2003.PCB,Étude sur l'alimentation totale 2003 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2003-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2003-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2004-12-15,=,136.8,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2003.PCB,Étude sur l'alimentation totale 2003 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2007-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2007-09-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2008-12-15,=,80.7,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2007.PCB,Étude sur l'alimentation totale 2007 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2007-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2007-09-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2008-12-15,=,141,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2007.PCB,Étude sur l'alimentation totale 2007 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2009-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2009-09-01,Surveillance,Non,Épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA POP Traditionelle,2010-12-15,=,68.2,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2009.PCB,Étude sur l'alimentation totale 2009 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2009-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2009-09-01,Surveillance,Non,Épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA POP Traditionelle,2010-12-15,=,445.6,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2009.PCB,Étude sur l'alimentation totale 2009 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2013-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2014-12-15,=,133.2,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2013.PCB,Étude sur l'alimentation totale 2013 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2013-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2014-12-15,=,119.2,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2013.PCB,Étude sur l'alimentation totale 2013 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2015-BB04-PCB,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2016-12-15,=,106.3078963,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2015F.PCB,Étude sur l'alimentation totale 2015 Biphényles polychlorés,,Santé Canada
"Porc, autres",TDS2015-BB05-PCB,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Porc ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2016-12-15,=,205.2760469,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2015F.PCB,Étude sur l'alimentation totale 2015 Biphényles polychlorés,,Santé Canada
"Préparations nourrissons, Prêt à boire, lait, 0-12",LL05-TDS2005-PCB,,A base de lait,,,,Inconnu,,Composite,Oui,2005-05-01,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2011-06-01,=,9.8,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2005.PCB,Étude sur l'alimentation totale 2005 Biphényles polychlorés,,Santé Canada
"Préparations nourrissons, Prêt à boire, lait, 0-12",LL05-TDS2006-PCB,,A base de lait,,,,Inconnu,,Composite,Oui,2006-09-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2014-06-01,=,7.5,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2006.PCBs,Étude sur l'alimentation totale 2006 Biphényles polychlorés,,Santé Canada
"Préparations nourrissons, Prêt à boire, lait, 0-12",TDS1992-LL05-PCB,"LL05 Formulae, milk base (Infant Formula, milk)/Préparation pour nourrissons à base de lait",A base de lait,,,,Inconnu,,Composite,Oui,1992-09-15,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,<LOD/MDL,0,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1992.PCB,Étude sur l'alimentation totale 1992 Biphényles polychlorés,,Santé Canada
"Préparations nourrissons, Prêt à boire, lait, 0-12",TDS1993-LL05-PCB,"LL05 Formulae, milk base (Infant Formula, milk)/Préparation pour nourrissons à base de lait",A base de lait,,,,Inconnu,,Composite,Oui,1993-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,149,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1993.PCB,Étude sur l'alimentation totale 1993 Biphényles polychlorés,,Santé Canada
"Préparations nourrissons, Prêt à boire, lait, 0-12",TDS1994S-LL05-PCB,"LL05 Formulae, milk base (Infant Formula, milk)/Préparation pour nourrissons à base de lait",A base de lait,,,,Inconnu,,Composite,Oui,1994-07-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,189,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
