Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Pays d'origine,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Limite de quantification,Limite de détection de la méthode,Récupération (%),Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
"Pain, blé entier",TDS2012-FF02-BPA,,Pain ,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,0.67,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
"Pain, blé entier",TDS2016-FF02-BPA,"FF02 Bread, whole wheat/Pain de blé entier",Pain ,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,5.038691687,,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
"Pain, de seigle",TDS2009-FF03-BPA,,Pain ,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
"Pain, de seigle",TDS2010-FF03-BPA,,Pain ,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,=,0.57,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
"Pain, de seigle",TDS2011-FF03-BPA,,Pain ,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,0.76,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
"Pain, de seigle",TDS2012-FF03-BPA,,Pain ,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,0.87,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
"Pain, de seigle",TDS2016-FF03-BPA,"FF03 Bread, rye/Pain de seigle",Pain ,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,1.810713297,,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
Petits pains et pain mollets,TDS2009-FF20-BPA,,Pains mollets,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
Petits pains et pain mollets,TDS2010-FF20-BPA,,Pains mollets,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,=,0.5,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
Petits pains et pain mollets,TDS2011-FF20-BPA,,Pains mollets,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
Petits pains et pain mollets,TDS2012-FF20-BPA,,Pains mollets,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,0.96,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
Petits pains et pain mollets,TDS2016-FF20-BPA,FF20 Buns & rolls (Hotdog buns and kaisers)/Brioches et pains mollets (pains à  hot-dog et pains empereurs),Pains mollets,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,3.013321006,,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
Petits pois,TDS2009-GG14-BPA,"Petit Pois, gelée + en conserve (1:1)",Pois ,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,=,17,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
Petits pois,TDS2010-GG14-BPA,"Petit Pois, gelée + en conserve (1:1)",Pois ,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,=,11,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
Petits pois,TDS2011-GG14-BPA,"Petit Pois, gelée + en conserve (1:1)",Pois ,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,40,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
Petits pois,TDS2012-GG14-BPA,"Petit Pois, gelée + en conserve (1:1)",Pois ,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,11,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
Petits pois,TDS2016-GG14-BPA,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Pois ,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,=,29.69879549,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,4.67,,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
"Pois, nourriture pour bébé",TDS2009-LL09-BPA,,Aliments pour bébés,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,=,2.1,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.4,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
"Pois, nourriture pour bébé",TDS2010-LL09-BPA,,Aliments pour bébés,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,=,0.4,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,0,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,"LOD corrected, LOQ removed 2020-12-31 HL",Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
"Pois, nourriture pour bébé",TDS2011-LL09-BPA,,Aliments pour bébés,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.4,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
"Pois, nourriture pour bébé",TDS2012-LL09-BPA,,Aliments pour bébés,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,0.78,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.4,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
"Pois, nourriture pour bébé",TDS2016-LL09-BPA,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Aliments pour bébés,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,0.731647309,,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
"Poisson, Truite, d'eau douce",TDS2009-DD02-BPA,,Poisson frais,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
"Poisson, Truite, d'eau douce",TDS2010-DD02-BPA,,Poisson frais,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,=,1.7,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
"Poisson, Truite, d'eau douce",TDS2011-DD02-BPA,,Poisson frais,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,3.4,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
"Poisson, Truite, d'eau douce",TDS2012-DD02-BPA,,Poisson frais,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,0.57,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
"Poisson, Truite, d'eau douce",TDS2016-DD02-BPA,"DD02 Fish, fresh water (trout)/Poissons d'eau douce (truite)",Poisson frais,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,1.553582363,,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
"Poisson, en conserve",TDS2009-DD03-BPA,,"Poisson, sous produits de poisson en conserve, inclu appertisés, fermentés",Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,=,109,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
"Poisson, en conserve",TDS2010-DD03-BPA,,"Poisson, sous produits de poisson en conserve, inclu appertisés, fermentés",Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,=,65,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
"Poisson, en conserve",TDS2011-DD03-BPA,,"Poisson, sous produits de poisson en conserve, inclu appertisés, fermentés",Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,62,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
"Poisson, en conserve",TDS2012-DD03-BPA,,"Poisson, sous produits de poisson en conserve, inclu appertisés, fermentés",Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,51,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
"Poisson, en conserve",TDS2016-DD03-BPA,"DD03 Fish, canned (tuna and Salmon)/Poisson en conserve (thon et saumon)","Poisson, sous produits de poisson en conserve, inclu appertisés, fermentés",Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,=,5.861038626,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,1.367661566,,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
"Poisson, marin",TDS2009-DD01-BPA,,Poisson frais,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,=,1.9,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
"Poisson, marin",TDS2010-DD01-BPA,,Poisson frais,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,=,1.9,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
"Poisson, marin",TDS2011-DD01-BPA,,Poisson frais,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,4.5,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
"Poisson, marin",TDS2012-DD01-BPA,,Poisson frais,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,0.98,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
"Poisson, marin",TDS2016-DD01-BPA,"DD01 Fish, marine (haddock, Cod, and Sole)/Poissons marins (aiglefin, morue et sole)",Poisson frais,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,2.271271451,,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
Poivrons,TDS2009-GG15-BPA,,Poivrons ,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,=,0.64,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
Poivrons,TDS2010-GG15-BPA,,Poivrons ,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
